timestamp_new,cb_data_vib_x,cb_data_vib_y,cb_data_vib_z,Pattern Label,Action Label,,,,,
15:39:03,16443.4742,64086.22024,67.83730184,Loading,None Sliding,,,,,
15:39:06,16567.8438,64154.69825,57.16219832,Loading,None Sliding,,,,,
15:39:09,16496.90291,64203.15787,47.67010829,Loading,None Sliding,,,,,
15:39:12,16368.29289,64341.86678,54.58743826,Loading,None Sliding,,,,,
15:39:15,16261.66496,64404.82737,76.38054422,Loading,None Sliding,,,,,
15:39:18,16232.97576,64304.41517,97.15548173,Loading,None Sliding,,,,,
15:39:21,16236.45147,64209.88252,111.6100698,Loading,None Sliding,,,,,
15:39:24,16277.93401,64144.62488,113.3581565,Loading,None Sliding,,,,,
15:39:27,16326.5976,64136.32995,100.639263,Loading,None Sliding,,,,,
15:39:30,16382.70458,64175.17832,82.00602289,Loading,None Sliding,,,,,
15:39:33,16353.18434,64210.9713,68.52049115,Loading,None Sliding,,,,,
15:39:36,16222.7712,64188.07433,67.524971,Loading,None Sliding,,,,,
15:39:39,16353.46532,64275.25999,3114.281725,Loading,Rail Sliding,,,,,
15:39:42,16572.93737,64301.65975,5000.116054,Loading,Rail Sliding,,,,,
15:39:45,16566.45788,64123.22479,1797.258335,Loading,Rail Sliding,,,,,
15:39:48,16434.85085,64248.67561,61.16732681,Loading,None Sliding,,,,,
15:39:51,16274.56263,64477.77907,46.01231134,Loading,None Sliding,,,,,
15:39:54,16249.60838,64418.38796,80.94826172,Loading,None Sliding,,,,,
15:39:57,16370.96042,64268.58443,80.65567282,Loading,None Sliding,,,,,
15:40:00,16451.54029,64146.33487,61.83883752,Loading,None Sliding,,,,,
15:40:03,16261.31572,64194.38639,72.73712021,Loading,None Sliding,,,,,
15:40:06,16257.87179,64228.39065,70.90517512,Loading,None Sliding,,,,,
15:40:09,16506.78665,64243.41569,51.87345518,Loading,None Sliding,,,,,
15:40:12,16631.96689,64220.06291,46.53576167,Loading,None Sliding,,,,,
15:40:15,16666.44979,64238.65857,50.42254026,Loading,None Sliding,,,,,
15:40:18,16802.58676,64384.76894,41.94514664,Loading,None Sliding,,,,,
15:40:21,16633.2521,64382.77129,40.33889804,Loading,None Sliding,,,,,
15:40:24,16294.94942,64280.77197,49.99502502,Loading,None Sliding,,,,,
15:40:27,16316.34245,64328.03565,61.93532328,Loading,None Sliding,,,,,
15:40:30,16326.96714,64225.49055,47.45170993,Loading,None Sliding,,,,,
15:40:33,16400.58131,64030.56635,17.41070838,Loading,None Sliding,,,,,
15:40:36,16590.13901,64019.59195,20.9025608,Loading,None Sliding,,,,,
15:40:39,16480.98706,64149.10932,36.88870606,Loading,None Sliding,,,,,
15:40:42,16157.03745,64309.4479,55.12048836,Loading,None Sliding,,,,,
15:40:45,16195.30068,64190.99471,47.79348713,Loading,None Sliding,,,,,
15:40:48,16233.56391,64072.54152,40.4664859,Loading,None Sliding,,,,,
15:40:51,16416.56307,64158.00333,46.55675563,Loading,None Sliding,,,,,
15:40:54,16498.82998,64363.9199,37.58218349,Loading,None Sliding,,,,,
15:40:57,16513.98809,64397.09361,32.75024817,Loading,None Sliding,,,,,
15:41:00,16411.92226,64272.95748,37.1373756,Loading,None Sliding,,,,,
15:41:03,16298.30099,64364.65183,45.60913639,Loading,None Sliding,,,,,
15:41:06,16281.986,64337.20327,45.18327227,Loading,None Sliding,,,,,
15:41:09,16303.79775,64234.60378,44.77416047,Loading,None Sliding,,,,,
15:41:12,16094.06676,64365.62338,71.67552271,Loading,None Sliding,,,,,
15:41:15,16108.31332,64342.02402,60.84784725,Loading,None Sliding,,,,,
15:41:18,16419.76651,64182.7237,20.30833096,Loading,None Sliding,,,,,
15:41:21,16536.75954,64282.79008,49.18320589,Loading,None Sliding,,,,,
15:41:24,16435.96309,64237.09361,70.41100852,Loading,None Sliding,,,,,
15:41:27,16127.92415,64055.26048,69.11427108,Loading,None Sliding,,,,,
15:41:30,16213.7525,64142.08683,51.64920122,Loading,None Sliding,,,,,
15:41:33,16268.51162,64227.53803,40.33178347,Loading,None Sliding,,,,,
15:41:36,16261.03902,64310.23481,41.32813018,Loading,None Sliding,,,,,
15:41:39,16292.92904,64338.78913,50.09847427,Loading,None Sliding,,,,,
15:41:42,16404.48679,64202.48879,67.63864427,Loading,None Sliding,,,,,
15:41:45,16512.14587,63954.27479,69.63233099,Loading,None Sliding,,,,,
15:41:48,16598.55163,63997.69156,65.97934663,Loading,None Sliding,,,,,
15:41:51,16527.30702,64421.50025,55.31182618,Loading,None Sliding,,,,,
15:41:54,16212.3294,64282.67125,56.3070161,Loading,None Sliding,,,,,
15:41:57,16153.42578,64171.14015,62.15545975,Loading,None Sliding,,,,,
15:42:00,16463.61008,64173.41845,73.09706316,Loading,None Sliding,,,,,
15:42:03,16270.47918,64293.87639,70.11050272,Loading,None Sliding,,,,,
15:42:06,16260.79947,64308.29615,75.59628154,Loading,None Sliding,,,,,
15:42:09,16543.04338,64188.21157,92.55742063,Loading,None Sliding,,,,,
15:42:12,16456.78777,64365.21007,87.57154721,Loading,None Sliding,,,,,
15:42:15,16369.30624,64446.25945,78.63536811,Loading,None Sliding,,,,,
15:42:18,16319.57209,64349.18704,60.27275784,Loading,None Sliding,,,,,
15:42:21,16375.38605,64417.95781,43.32923624,Loading,None Sliding,,,,,
15:42:24,16372.62907,64470.16855,30.72893166,Loading,None Sliding,,,,,
15:42:27,16301.44275,64417.99367,33.87599898,Loading,None Sliding,,,,,
15:42:30,16471.21638,64201.28262,48.35669139,Loading,None Sliding,,,,,
15:42:33,16490.70198,64010.14735,65.3178813,Loading,None Sliding,,,,,
15:42:36,16241.54283,63959.72427,80.9415669,Loading,None Sliding,,,,,
15:42:39,16417.83765,64109.62467,72.97343941,Loading,None Sliding,,,,,
15:42:42,16444.35932,64294.09601,64.99733316,Loading,None Sliding,,,,,
15:42:45,16107.66561,64459.97491,59.24950168,Loading,None Sliding,,,,,
15:42:48,16026.43638,64260.14103,60.24617942,Loading,None Sliding,,,,,
15:42:51,16017.47337,64178.15846,60.75818722,Loading,None Sliding,,,,,
15:42:54,16220.21624,64354.43199,57.88340805,Loading,None Sliding,,,,,
15:42:57,16382.14948,64182.53363,48.91479809,Loading,None Sliding,,,,,
15:43:00,16519.55942,64117.36414,44.39770675,Loading,None Sliding,,,,,
15:43:03,16574.40402,64411.53067,54.86804091,Loading,None Sliding,,,,,
15:43:06,16590.95681,64503.77407,62.33222581,Loading,None Sliding,,,,,
15:43:09,16532.24863,64066.39123,59.89031078,Loading,None Sliding,,,,,
15:43:12,16678.83331,64240.89679,59.39172344,Loading,None Sliding,,,,,
15:43:15,16704.63534,64314.59364,54.7445398,Loading,None Sliding,,,,,
15:43:18,16357.17717,64126.64982,40.96094381,Loading,None Sliding,,,,,
15:43:21,16275.90743,64352.0113,50.43410329,Loading,None Sliding,,,,,
15:43:24,16283.79283,64386.61487,51.58300133,Loading,None Sliding,,,,,
15:43:27,16521.94415,63857.28457,28.36170213,Loading,None Sliding,,,,,
15:43:30,16258.14761,64112.10505,40.32978723,Loading,None Sliding,,,,,
15:43:33,16121.37887,64274.73779,51.53140582,Loading,None Sliding,,,,,
15:43:36,16437.78475,64098.78027,56.49327342,Loading,None Sliding,,,,,
15:43:39,16404.89985,64134.65471,48.52117602,Loading,None Sliding,,,,,
15:43:42,16310.06703,64256.75114,44.89847323,Loading,None Sliding,,,,,
15:43:45,16046.94283,64620.65149,58.7957454,Loading,None Sliding,,,,,
15:43:48,16294.74074,64308.53581,63.28303147,Loading,None Sliding,,,,,
15:43:51,16482.75365,64050,64.09714818,Loading,None Sliding,,,,,
15:43:54,16423.54778,64056.8004,48.00963916,Loading,None Sliding,,,,,
15:43:57,16571.12963,64097.68456,36.04354348,Loading,None Sliding,,,,,
15:44:00,16637.77554,64123.66478,33.37346043,Loading,None Sliding,,,,,
15:44:03,16343.43983,64087.0166,70.50207453,Loading,None Sliding,,,,,
15:44:06,16377.79668,64131.33195,61.04149392,Loading,None Sliding,,,,,
15:44:09,16377.38884,64167.95314,56.29012875,Loading,None Sliding,,,,,
15:44:12,16211.78372,64166.39535,72.58255849,Loading,None Sliding,,,,,
15:44:15,16230.7206,64196.29568,56.13737577,Loading,None Sliding,,,,,
15:44:18,16303.15195,64185.40345,45.77139972,Loading,None Sliding,,,,,
15:44:21,16637.72632,63981.66977,68.79747883,Loading,None Sliding,,,,,
15:44:24,16554.62797,64141.39774,67.304694,Loading,None Sliding,,,,,
15:44:27,16471.5035,64278.1716,64.17725365,Loading,None Sliding,,,,,
15:44:30,16388.19787,64255.72398,49.71100792,Loading,None Sliding,,,,,
15:44:33,16323.33865,64236.9668,43.16334661,Loading,None Sliding,,,,,
15:44:36,16387.9774,64228.26587,85.71884342,Loading,None Sliding,,,,,
15:44:39,16421.87571,64094.16816,66.27716803,Loading,None Sliding,,,,,
15:44:42,16458.43161,63969.01195,50.4415675,Loading,None Sliding,,,,,
15:44:45,16504.59683,63926.88994,60.78306923,Loading,None Sliding,,,,,
15:44:48,16454.25669,63981.76523,49.44520042,Loading,None Sliding,,,,,
15:44:51,16403.91655,64036.64051,38.10733161,Loading,None Sliding,,,,,
15:44:54,16402.42486,64026.23745,48.36238609,Loading,None Sliding,,,,,
15:44:57,16285.1092,64241.48185,41.90008293,Loading,None Sliding,,,,,
15:45:00,16178.87145,64422.40101,40.00868007,Loading,None Sliding,,,,,
15:45:03,16193.74418,64267.26279,81.95581397,Loading,None Sliding,,,,,
15:45:06,16258.52824,64360.45216,81.45747508,Loading,None Sliding,,,,,
15:45:09,16320.85383,64449.01691,79.94000615,Loading,None Sliding,,,,,
15:45:12,16342.00648,64464.24635,67.92392029,Loading,None Sliding,,,,,
15:45:15,16197.98655,64218.56529,66.92724255,Loading,None Sliding,,,,,
15:45:18,16071.91036,64002.49004,63.77954915,Loading,None Sliding,,,,,
15:45:21,16187.16962,64165.10519,34.65264184,Loading,None Sliding,,,,,
15:45:24,16326.80851,64090.56485,44.59135322,Loading,None Sliding,,,,,
15:45:27,16447.31882,64033.18151,52.92833217,Loading,None Sliding,,,,,
15:45:30,16246.16518,64267.67363,35.21194116,Loading,None Sliding,,,,,
15:45:33,16335.2199,64296.52935,56.10746311,Loading,None Sliding,,,,,
15:45:36,16406.63028,64325.15008,73.93943423,Loading,None Sliding,,,,,
15:45:39,16147.29304,64345.60265,33,Loading,None Sliding,,,,,
15:45:42,16283.11393,64293.86136,33,Loading,None Sliding,,,,,
15:45:45,16419.20252,64234.53431,32.92774283,Loading,None Sliding,,,,,
15:45:48,16561.5132,63985.43683,31.27494604,Loading,None Sliding,,,,,
15:45:51,16676.07405,64097.50722,40.24057769,Loading,None Sliding,,,,,
15:45:54,16784.70609,64206.04741,49.24101774,Loading,None Sliding,,,,,
15:45:57,16641.49252,64164.63024,59.72005966,Loading,None Sliding,,,,,
15:46:00,16494.17966,64125.3225,69.94332124,Loading,None Sliding,,,,,
15:46:03,16142.88948,64192.7217,66.97336884,Loading,None Sliding,,,,,
15:46:06,16359.60053,64096.84953,64.97603196,Loading,None Sliding,,,,,
15:46:09,16570.09704,64003.77601,62.9149219,Loading,None Sliding,,,,,
15:46:12,16207.75179,64169.34346,55.16027919,Loading,None Sliding,,,,,
15:46:15,16305.81052,64214.14186,76.06620231,Loading,None Sliding,,,,,
15:46:18,16403.86926,64258.94027,96.97212544,Loading,None Sliding,,,,,
15:46:21,16397.04642,64083.17374,55.27851459,Loading,None Sliding,,,,,
15:46:24,16350.9022,64114.2189,50.04324684,Loading,None Sliding,,,,,
15:46:27,16304.49501,64146.65403,45.05322688,Loading,None Sliding,,,,,
15:46:30,16748.41169,63718.35458,59.78087649,Loading,None Sliding,,,,,
15:46:33,16487.11709,63909.00149,62.93302461,Loading,None Sliding,,,,,
15:46:36,16215.24674,64108.93534,65.90970723,Loading,None Sliding,,,,,
15:46:39,16430.76924,64393.25218,22.21906263,Loading,None Sliding,,,,,
15:46:42,16338.71554,64431.01791,40.85055545,Loading,None Sliding,,,,,
15:46:45,16237.70377,64461.8688,61.25194807,Loading,None Sliding,,,,,
15:46:48,16411.19426,64399.44119,70.66711076,Loading,None Sliding,,,,,
15:46:51,16418,64264.24202,72.86326991,Loading,None Sliding,,,,,
15:46:54,16418,64126.38326,74.79812967,Loading,None Sliding,,,,,
15:46:57,16463.44609,64526.69555,66.47885853,Loading,None Sliding,,,,,
15:47:00,16411.93208,64433.32712,69.79423993,Loading,None Sliding,,,,,
15:47:03,16354.9985,64310.47046,73.78957866,Loading,None Sliding,,,,,
15:47:06,16565.9748,64501.00763,70.229519,Loading,None Sliding,,,,,
15:47:09,16661.2759,64560.48495,75.64177634,Loading,None Sliding,,,,,
15:47:12,16748.58673,64610.87577,81.62880451,Loading,None Sliding,,,,,
15:47:15,16581.67627,64472.4151,32.63157984,Loading,None Sliding,,,,,
15:47:18,16643.69651,64482.41395,38.27906955,Loading,None Sliding,,,,,
15:47:21,16723.92907,64504.34086,48.24584696,Loading,None Sliding,,,,,
15:47:24,16756.27781,64284.71322,83.11504602,Loading,None Sliding,,,,,
15:47:27,16784.70673,64045.31171,120.0227779,Loading,None Sliding,,,,,
15:47:30,16626.37525,64073.45731,22.60952971,Loading,None Sliding,,,,,
15:47:33,16479.15553,64007.07677,27.09371914,Loading,None Sliding,,,,,
15:47:36,16334.58923,63929.31007,42.54735855,Loading,None Sliding,,,,,
15:47:39,16536.22419,63841.17742,30.37821607,Loading,None Sliding,,,,,
15:47:42,16455.01641,64042.12895,28.54831759,Loading,None Sliding,,,,,
15:47:45,16341.63998,64272.36267,28.05105254,Loading,None Sliding,,,,,
15:47:48,16233.28143,64195.69926,48.5974726,Loading,None Sliding,,,,,
15:47:51,16266.95956,64170.64567,43.43254869,Loading,None Sliding,,,,,
15:47:54,16317.17501,64155.7302,34.98044413,Loading,None Sliding,,,,,
15:47:57,16580.32977,63967.41381,35.76858949,Loading,None Sliding,,,,,
15:48:00,16612.23369,64092.6949,37.32473366,Loading,None Sliding,,,,,
15:48:03,16610.23635,64261.9692,38.82273632,Loading,None Sliding,,,,,
15:48:06,16471.57337,64176.86585,50.38953244,Loading,None Sliding,,,,,
15:48:09,16557.66877,64073.79714,65.09943429,Loading,None Sliding,,,,,
15:48:12,16678.3871,63973.03226,80.06451609,Loading,None Sliding,,,,,
15:48:15,16404.45204,64140.3173,65.52870858,Loading,None Sliding,,,,,
15:48:18,16325.55335,64113.74652,70.75049721,Loading,None Sliding,,,,,
15:48:21,16285.79191,64051.12227,79.69681928,Loading,None Sliding,,,,,
15:48:24,16400.38074,63893.44504,106.6129243,Loading,None Sliding,,,,,
15:48:27,16376.31655,64050.13825,85.89215696,Loading,None Sliding,,,,,
15:48:30,16323.97358,64263.49818,56.48039162,Loading,None Sliding,,,,,
15:48:33,16525.52292,64018.88904,19.05083114,Loading,None Sliding,,,,,
15:48:36,16510.14219,64099.69917,71.48621115,Loading,None Sliding,,,,,
15:48:39,16446.35482,64255.67923,140.7553141,Loading,Rail Sliding,,,,,
15:48:42,16335.14661,63841.74596,61.14859462,Loading,None Sliding,,,,,
15:48:45,16321.62819,63985.1582,55.84212233,Loading,None Sliding,,,,,
15:48:48,16329.58839,64262.77015,71.26500823,Loading,None Sliding,,,,,
15:48:51,16315.02987,64351.3111,70.72407503,Loading,None Sliding,,,,,
15:48:54,16295.61722,64399.09607,66.74199444,Loading,None Sliding,,,,,
15:48:57,16316.44259,64294.74934,39.11315157,Loading,None Sliding,,,,,
15:49:00,16340.67032,64182.95419,48.82918285,Loading,None Sliding,,,,,
15:49:03,16363.57868,64077.3765,68.25149361,Loading,None Sliding,,,,,
15:49:06,16557.1281,64230.90169,52.76663367,Loading,None Sliding,,,,,
15:49:09,16416.6498,64256.02397,55.19041278,Loading,None Sliding,,,,,
15:49:12,16182.46205,64233.55393,64.17842876,Loading,None Sliding,,,,,
15:49:15,16392.53867,63969.86667,26.93066667,Loading,None Sliding,,,,,
15:49:18,16440.54015,64044.86928,43.98341075,Loading,None Sliding,,,,,
15:49:21,16418.64234,64221.54479,77.82548109,Loading,None Sliding,,,,,
15:49:24,16377.89641,64147.5498,51.25099602,Loading,None Sliding,,,,,
15:49:27,16426.52687,64107.6357,57.21698739,Loading,None Sliding,,,,,
15:49:30,16501.1785,64095.69144,76.62641009,Loading,None Sliding,,,,,
15:49:33,16749.16711,64218.6008,64.04774536,Loading,None Sliding,,,,,
15:49:36,16614.896,64179.45133,38.61266667,Loading,None Sliding,,,,,
15:49:39,16350.896,64079.95133,12.11266667,Loading,None Sliding,,,,,
15:49:42,16451.79003,64095.33887,28.2365439,Loading,None Sliding,,,,,
15:49:45,16492.9917,64108.14404,31.94922015,Loading,None Sliding,,,,,
15:49:48,16482.53701,64109.63757,27.96647861,Loading,None Sliding,,,,,
15:49:51,16497.30904,64120.53594,17.96919529,Loading,None Sliding,,,,,
15:49:54,16440.45828,64082.43035,32.601562,Loading,None Sliding,,,,,
15:49:57,16357.18035,64027.07796,56.039062,Loading,None Sliding,,,,,
15:50:00,16557.03867,64327.1854,76.78519518,Loading,None Sliding,,,,,
15:50:03,16491.42857,64349.28022,2456.082436,Loading,Rail Sliding,,,,,
15:50:06,16296.62338,64228.9006,5677.361088,Loading,Rail Sliding,,,,,
15:50:09,16478.37592,64067.50929,1784.470407,Loading,Rail Sliding,,,,,
15:50:12,16585.16203,64019.27027,33.14870944,Loading,None Sliding,,,,,
15:50:15,16614.13788,64018.27111,19.6599505,Loading,None Sliding,,,,,
15:50:18,16589.69279,64034.3351,38.5061433,Loading,None Sliding,,,,,
15:50:21,16545.35536,64056.75291,69.39289254,Loading,None Sliding,,,,,
15:50:24,16555.72694,64236.41644,86.39908676,Loading,None Sliding,,,,,
15:50:27,16575.12881,64392.96093,87.59424625,Loading,None Sliding,,,,,
15:50:30,16560.31559,64312.45427,59.25590284,Loading,None Sliding,,,,,
15:50:33,16475.26582,64167.19054,43.91805451,Loading,None Sliding,,,,,
15:50:36,16522.29713,64051.14227,44.87398437,Loading,None Sliding,,,,,
15:50:39,16635.71116,63958.12287,50.34571371,Loading,None Sliding,,,,,
15:50:42,16449.39211,64199.86311,90.84918757,Loading,None Sliding,,,,,
15:50:45,16377.88098,64249.29388,97.99268617,Loading,None Sliding,,,,,
15:50:48,16415.28125,64148.5625,83.53125,Loading,None Sliding,,,,,
15:50:51,16605.29561,64313.12517,36.48335553,Loading,None Sliding,,,,,
15:50:54,16629.89839,64157.15533,33.07051406,Loading,None Sliding,,,,,
15:50:57,16546.57891,63798.43256,56.51970772,Loading,None Sliding,,,,,
15:51:00,16723.68893,64013.97606,85.04785575,Loading,None Sliding,,,,,
15:51:03,16572.84065,64167.2988,89.25996052,Loading,None Sliding,,,,,
15:51:06,16208.29882,64163.31474,80.79382506,Loading,None Sliding,,,,,
15:51:09,16416.01389,64142.03972,45.3982139,Loading,None Sliding,,,,,
15:51:12,16507.89689,64099.25245,26.35373363,Loading,None Sliding,,,,,
15:51:15,16397.63579,64049.85947,22.36238152,Loading,None Sliding,,,,,
15:51:18,16493.9661,64442.12198,70.90894091,Loading,None Sliding,,,,,
15:51:21,16510.14089,64458.19017,76.10919326,Loading,None Sliding,,,,,
