timestamp_new,cb_data_Ampere_1,cb_data_Ampere_2,cb_data_Watt,Pattern Label
15:33:00,264.9453437,264.9453437,58287.97561,Unloading
15:33:03,264.6127495,264.6127495,58214.80488,Unloading
15:33:06,264.2801552,264.2801552,58141.63415,Unloading
15:33:09,263.960603,263.7242213,58045.33067,Unloading
15:33:12,263.710728,261.9750958,57825.44062,Unloading
15:33:15,263.4608529,260.2259703,57605.55056,Unloading
15:33:18,263.2109778,258.4768449,57385.6605,Unloading
15:33:21,262.9481572,258.2442275,57331.16232,Unloading
15:33:24,262.6151199,266.2371227,58173.74669,Unloading
15:33:27,262.2820826,274.2300179,59016.33106,Unloading
15:33:30,262.5609377,279.5721585,59634.64058,Unloading
15:33:33,266.227197,270.2398623,59011.37652,Unloading
15:33:36,269.8934562,260.9075661,58388.11245,Unloading
15:33:39,272.6186195,253.2669664,57847.41444,Unloading
15:33:42,270.1204931,255.0156549,57764.97627,Unloading
15:33:45,267.6223666,256.7643434,57682.5381,Unloading
15:33:48,265.1242402,258.5130318,57600.09993,Unloading
15:33:51,262.2522484,261.3459529,57595.80214,Unloading
15:33:54,257.2561343,270.3389583,58035.46018,Unloading
15:33:57,252.2600202,279.3319637,58475.11823,Unloading
15:34:00,247.6685553,286.4844194,58756.82722,Unloading
15:34:03,245.4189302,282.9850026,58124.43261,Unloading
15:34:06,243.1693052,279.4855858,57492.03801,Unloading
15:34:09,240.9196801,275.986169,56859.6434,Unloading
15:34:12,240.0271232,272.9510894,56427.60338,Unloading
15:34:15,247.0302357,272.6176078,57161.26278,Unloading
15:34:18,254.0333482,272.2841263,57894.92219,Unloading
15:34:21,260.8138643,271.334111,58536.27729,Unloading
15:34:24,266.3129478,266.8348609,58646.25896,Unloading
15:34:27,271.8120312,262.3356108,58756.24062,Unloading
15:34:30,277.3111146,257.8363608,58866.22229,Unloading
15:34:33,281.0195211,254.4412155,58900.68103,Unloading
15:34:36,274.3646853,257.4358916,58498.06346,Unloading
15:34:39,267.7098494,260.4305678,58095.44589,Unloading
15:34:42,262.0355207,262.4671894,57695.29811,Unloading
15:34:45,262.2856666,258.7150006,57310.07339,Unloading
15:34:48,262.5358125,254.9628118,56924.84867,Unloading
15:34:51,262.7859585,251.210623,56539.62396,Unloading
15:34:54,262.8558429,249.2974141,56336.85827,Unloading
15:34:57,261.8570636,258.2864277,57215.78404,Unloading
15:35:00,260.8582843,267.2754413,58094.70982,Unloading
15:35:03,259.3442839,274.4379577,58716.04658,Unloading
15:35:06,254.6827968,270.4423972,57763.77134,Unloading
15:35:09,250.0213096,266.4468368,56811.4961,Unloading
15:35:12,246.7207597,262.7940686,56046.63112,Unloading
15:35:15,251.9690103,261.2945685,56458.99367,Unloading
15:35:18,257.2172609,259.7950683,56871.35621,Unloading
15:35:21,262.4655115,258.2955681,57283.71876,Unloading
15:35:24,267.4529307,257.1811723,57709.75133,Unloading
15:35:27,270.7833037,258.5133215,58222.62877,Unloading
15:35:30,274.1136767,259.8454707,58735.50622,Unloading
15:35:33,277.0666001,261.2664003,59216.63004,Unloading
15:35:36,277.5661006,263.2644023,59491.35531,Unloading
15:35:39,278.0656011,265.2624043,59766.08059,Unloading
15:35:42,278.5651016,267.2604063,60040.80586,Unloading
15:35:45,282.1464119,273.0084425,61067.03398,Unloading
15:35:48,306.4743386,304.0015547,67152.34827,Unloading
15:35:51,330.8022654,334.9946669,73237.66256,Unloading
15:35:54,352.5144521,362.3215326,78631.95832,Unloading
15:35:57,356.5127862,364.8204914,79346.66053,Unloading
15:36:00,360.5111202,367.3194502,80061.36274,Unloading
15:36:03,364.5094543,369.8184089,80776.06495,Unloading
15:36:06,363.6377286,366.9600942,80365.76051,Unloading
15:36:09,329.2891292,327.2757901,72222.14113,Unloading
15:36:12,294.9405299,287.591486,64078.52174,Unloading
15:36:15,265.1603498,254.0583089,57114.05246,Unloading
15:36:18,266.4098292,262.3048728,58158.61723,Unloading
15:36:21,267.6593086,270.5514368,59203.182,Unloading
15:36:24,268.908788,278.7980008,60247.74677,Unloading
15:36:27,270.126512,285.1144157,61076.50205,Unloading
15:36:30,271.1252913,278.1229609,60417.30774,Unloading
15:36:33,272.1240706,271.131506,59758.11343,Unloading
15:36:36,273,265.2456179,59207.01797,Unloading
15:36:39,273,267.2425116,59426.67628,Unloading
15:36:42,273,269.2394054,59646.33459,Unloading
15:36:45,272.2902956,271.5322783,59820.48313,Unloading
15:36:48,266.2927945,276.0304041,59655.55185,Unloading
15:36:51,260.2952934,280.5285299,59490.62057,Unloading
15:36:54,254.2977924,285.0266557,59325.68929,Unloading
15:36:57,250.0841911,288.6127889,59256.6678,Unloading
15:37:00,259.3772544,285.2938377,59913.82014,Unloading
15:37:03,268.6703178,281.9748865,60570.97247,Unloading
15:37:06,276.8961256,278.8441883,61131.43453,Unloading
15:37:09,275.8941216,277.3411823,60855.88343,Unloading
15:37:12,274.8921175,275.8381763,60580.33233,Unloading
15:37:15,273.8901135,274.3351703,60304.78122,Unloading
15:37:18,273.0371727,272.1822014,59974.13114,Unloading
15:37:21,273.3700621,264.8586328,59205.15644,Unloading
15:37:24,273.7029516,257.5350642,58436.18174,Unloading
15:37:27,273.8924767,251.3763316,57779.56891,Unloading
15:37:30,272.8938082,254.8716712,58054.20274,Unloading
15:37:33,271.8951398,258.3670107,58328.83656,Unloading
15:37:36,270.8964714,261.8623503,58603.47038,Unloading
15:37:39,269.7608768,264.5217535,58771.08934,Unloading
15:37:42,267.4241682,259.8483364,57999.97551,Unloading
15:37:45,265.0874596,255.1749193,57228.86168,Unloading
15:37:48,262.2805396,251.6928137,56537.06887,Unloading
15:37:51,255.5355983,258.1879424,56509.58947,Unloading
15:37:54,248.7906569,264.6830711,56482.11008,Unloading
15:37:57,242.0457156,271.1781998,56454.63069,Unloading
15:38:00,236.9314478,276.6895174,56498.30617,Unloading
15:38:03,245.9164727,273.6945091,57157.208,Unloading
15:38:06,254.9014976,270.6995008,57816.10982,Unloading
15:38:09,263.0657267,268.4272233,58464.22449,Unloading
15:38:12,263.7318752,272.7571888,59013.79704,Unloading
15:38:15,264.3980237,277.0871544,59563.36959,Unloading
15:38:18,264.9759026,280.0842994,59956.62222,Unloading
15:38:21,264.7257567,270.5787544,58883.49622,Unloading
15:38:24,264.4756108,261.0732095,57810.37023,Unloading
15:38:27,264.2254649,251.5676645,56737.24423,Unloading
15:38:30,264.3285239,243.3613763,55845.88901,Unloading
15:38:33,267.6581577,247.0239734,56615.03442,Unloading
15:38:36,270.9877914,250.6865706,57384.17982,Unloading
15:38:39,274.2381747,254.1667223,58124.53866,Unloading
15:38:42,276.7365091,255.9155564,58591.7272,Unloading
15:38:45,279.2348435,257.6643905,59058.91574,Unloading
15:38:48,281.733178,259.4132246,59526.10428,Unloading
15:38:51,286.5312026,264.7350672,60639.28967,Unloading
15:38:54,313.8463254,305.041529,68077.66398,Unloading
15:38:57,341.1614483,345.3479907,75516.03829,Unloading
15:39:00,365.7961189,381.8414258,82240.12992,Unloading
15:39:03,363.5474307,380.0924461,81800.38644,Loading
15:39:06,361.2987424,378.3434663,81360.64296,Loading
15:39:09,359.0500542,376.5944866,80920.89948,Loading
15:39:12,362.5312521,378.1481062,81474.72942,Loading
15:39:15,425.1492155,413.7870535,92282.98958,Loading
15:39:18,487.7671788,449.4260007,103091.2497,Loading
15:39:21,544.3122296,482.3725423,112935.3249,Loading
15:39:24,536.3148952,486.7044318,112532.126,Loading
15:39:27,528.3175608,491.0363212,112128.927,Loading
15:39:30,521.3821498,494.3630837,111731.9757,Loading
15:39:33,525.8780285,486.8699524,111402.2779,Loading
15:39:36,530.3739073,479.3768212,111072.5801,Loading
15:39:39,534.8697861,471.8836899,110742.8824,Loading
15:39:42,537.5107091,466.1101986,110398.2999,Loading
15:39:45,519.199756,479.7601819,109885.5932,Loading
15:39:48,500.8888028,493.4101652,109372.8865,Loading
15:39:51,484.9705096,505.7670777,108981.1346,Loading
15:39:54,497.4663443,502.7680774,110025.7864,Loading
15:39:57,509.962179,499.769077,111070.4382,Loading
15:40:00,522.4580137,496.7700767,112115.0899,Loading
15:40:03,529.2175085,490.9727846,112220.9322,Loading
15:40:06,466.5647638,451.3149303,100966.7663,Loading
15:40:09,403.912019,411.6570759,89712.60044,Loading
15:40:12,346.794037,374.5273589,79345.35355,Loading
15:40:15,357.2879155,368.2810027,79812.581,Loading
15:40:18,367.7817941,362.0346464,80279.80845,Loading
15:40:21,378.2756726,355.7882901,80747.0359,Loading
15:40:24,387.1454889,350.4638775,81137.0303,Loading
15:40:27,375.4930641,356.7894795,80551.0798,Loading
15:40:30,363.8406394,363.1150815,79965.1293,Loading
15:40:33,352.5991161,369.3485947,79414.24819,Loading
15:40:36,346.8448004,374.3523475,79331.68627,Loading
15:40:39,341.0904847,379.3561002,79249.12435,Loading
15:40:42,335.336169,384.359853,79166.56242,Loading
15:40:45,331.61911,387.9608697,79153.79777,Loading
15:40:48,353.9004537,373.6609028,80031.74922,Loading
15:40:51,376.1817974,359.360936,80909.70067,Loading
15:40:54,396.9343771,345.8031313,81701.12593,Loading
15:40:57,395.9350433,342.8051299,81261.41906,Loading
15:41:00,394.9357095,339.8071286,80821.71219,Loading
15:41:03,393.523215,336.9682143,80354.05723,Loading
15:41:06,386.0344483,336.4689632,79475.37526,Loading
15:41:09,378.5456815,335.9697121,78596.69329,Loading
15:41:12,371.0569147,335.470461,77718.01133,Loading
15:41:15,362.9424256,335.1346004,76788.47286,Loading
15:41:18,344.602979,337.4687118,75027.88599,Loading
15:41:21,326.2635324,339.8028231,73267.29911,Loading
15:41:24,308.0763848,341.3109538,71432.60725,Loading
15:41:27,292.3329445,329.5658475,68408.86712,Loading
15:41:30,276.5895042,317.8207412,65385.127,Loading
15:41:33,260.8460639,306.075635,62361.38687,Loading
15:41:36,248.3713121,296.7263152,59960.73901,Loading
