timestamp_new,cb_data_Ampere_1,cb_data_Ampere_2,cb_data_Watt,Pattern Label
15:41:39,289.9732641,327.0125362,67868.43804,Loading
15:41:42,331.575216,357.2987572,75776.13706,Loading
15:41:45,370.8298317,385.0837089,83150.48946,Loading
15:41:48,367.5782058,367.5749543,80866.84761,Loading
15:41:51,364.32658,350.0661998,78583.20577,Loading
15:41:54,361.0749541,332.5574452,76299.56392,Loading
15:41:57,356.6792092,315.294372,73917.09393,Loading
15:42:00,332.3701854,302.3073593,69814.52992,Loading
15:42:03,308.0611616,289.3203466,65711.9659,Loading
15:42:06,284.6795141,276.9743611,61781.92628,Loading
15:42:09,278.4362776,276.4749022,61040.22978,Loading
15:42:12,272.1930411,275.9754433,60298.53328,Loading
15:42:15,265.9498045,275.4759844,59556.83678,Loading
15:42:18,259.8589844,274.7179688,58803.46485,Loading
15:42:21,256.858651,268.7173019,57813.35482,Loading
15:42:24,253.8583175,262.716635,56823.24478,Loading
15:42:27,251.1888928,257.2203749,55925.01944,Loading
15:42:30,255.1795811,261.8761779,56876.13349,Loading
15:42:33,259.1702694,266.5319809,57827.24753,Loading
15:42:36,263.1814848,271.0806599,58768.83592,Loading
15:42:39,267.6811098,273.0804933,59483.77634,Loading
15:42:42,272.1807349,275.0803266,60198.71677,Loading
15:42:45,276.6803599,277.08016,60913.65719,Loading
15:42:48,280.8268206,278.8268206,61561.90053,Loading
15:42:51,276.4973357,274.4973357,60609.41385,Loading
15:42:54,272.1678508,270.1678508,59656.92718,Loading
15:42:57,268.0466317,266.2704638,58774.88051,Loading
15:43:00,269.2956949,273.5150304,59709.17979,Loading
15:43:03,270.5447581,280.759597,60643.47907,Loading
15:43:06,271.7938213,288.0041637,61577.77835,Loading
15:43:09,275.2274606,298.0613305,63061.76703,Loading
15:43:12,340.1049148,387.2262419,80006.42724,Loading
15:43:15,404.982369,476.3911532,96951.08744,Loading
15:43:18,468.4085347,562.5341272,113403.6928,Loading
15:43:21,482.6597222,546.282773,113183.6745,Loading
15:43:24,496.9109097,530.0314188,112963.6561,Loading
15:43:27,511.1620972,513.7800646,112743.6378,Loading
15:43:30,523.8009328,496.8879619,112275.7784,Loading
15:43:33,482.453818,458.5418473,103509.5232,Loading
15:43:36,441.1067031,420.1957328,94743.26795,Loading
15:43:39,400.7003001,383.2322674,86232.58243,Loading
15:43:42,390.7102899,390.9745253,85985.32968,Loading
15:43:45,380.7202797,398.7167832,85738.07692,Loading
15:43:48,370.7302695,406.4590411,85490.82417,Loading
15:43:51,360.6622996,413.8960922,85201.4231,Loading
15:43:54,347.6738449,409.8996446,83333.08385,Loading
15:43:57,334.6853902,405.903197,81464.74459,Loading
15:44:00,322.6061963,401.5725539,79659.66252,Loading
15:44:03,348.5859896,383.2534689,80502.34043,Loading
15:44:06,374.5657829,364.9343838,81345.01834,Loading
15:44:09,400,347,82170,Loading
15:44:12,400,347,82170,Loading
15:44:15,400,347,82170,Loading
15:44:18,400,347,82170,Loading
15:44:21,399.7954868,347.1891747,82168.31277,Loading
15:44:24,386.4577078,359.5266202,82058.27609,Loading
15:44:27,373.1199289,371.8640658,81948.23941,Loading
15:44:30,360.0653332,383.9224168,81838.6525,Loading
15:44:33,364.0653332,379.1724168,81756.1525,Loading
15:44:36,368.0653332,374.4224168,81673.6525,Loading
15:44:39,372.0653332,369.6724168,81591.1525,Loading
15:44:42,375.9728231,365.0597892,81513.58735,Loading
15:44:45,374.3089296,368.7203549,81733.22129,Loading
15:44:48,372.6450361,372.3809206,81952.85523,Loading
15:44:51,371,375.9886695,82168.75365,Loading
15:44:54,371,374.9889195,82058.78114,Loading
15:44:57,371,373.9891694,81948.80863,Loading
15:45:00,371,372.9894193,81838.83612,Loading
15:45:03,371.0411915,372.0617873,81741.32767,Loading
15:45:06,375.027461,378.0411915,82837.55178,Loading
15:45:09,379.0137305,384.0205958,83933.77589,Loading
15:45:12,383,390,85030,Loading
15:45:15,381.6645893,394.006232,85323.79034,Loading
15:45:18,380.3291787,398.0124639,85617.58069,Loading
15:45:21,379.0023328,401.9626757,85906.15093,Loading
15:45:24,379.5022078,393.9646752,85081.35713,Loading
15:45:27,380.0020828,385.9666747,84256.56333,Loading
15:45:30,380.5019579,377.9686743,83431.76954,Loading
15:45:33,381.0085414,370.012202,82612.28177,Loading
15:45:36,383.3379923,373.339989,83234.57793,Loading
15:45:39,385.6674432,376.667776,83856.8741,Loading
15:45:42,387.9968941,379.995563,84479.17027,Loading
15:45:45,381.0122449,386.2390671,84397.64431,Loading
15:45:48,374.0151603,392.486464,84315.17867,Loading
15:45:51,367.0180757,398.733861,84232.71303,Loading
15:45:54,360.0209911,404.9812579,84150.2474,Loading
15:45:57,369.6269701,392.717314,83857.87125,Loading
15:46:00,379.2829078,380.3976693,83564.86349,Loading
15:46:03,388.9388455,368.0780247,83271.85572,Loading
15:46:06,390.9851827,365.7666695,83242.70374,Loading
15:46:09,392.9830184,363.5191043,83215.2335,Loading
15:46:12,394.9808541,361.2715392,83187.76326,Loading
15:46:15,396.9786898,359.023974,83160.29302,Loading
15:46:18,385.1214009,376.1579765,83740.73151,Loading
15:46:21,373.1147306,393.5009447,84327.72428,Loading
15:46:24,361.1080603,410.8439129,84914.71705,Loading
15:46:27,361.7428786,402.3330836,84048.35583,Loading
15:46:30,362.4925037,393.5874563,83168.7956,Loading
15:46:33,363.2421289,384.841829,82289.23537,Loading
15:46:36,363.9917541,376.0962017,81409.67514,Loading
15:46:39,370.9199246,375.6704798,82124.94448,Loading
15:46:42,377.9168149,375.3372945,82857.95204,Loading
15:46:45,384.9137052,375.0041093,83590.95959,Loading
15:46:48,437.3114594,414.4803467,93697.09868,Loading
15:46:51,490.2761489,454.4536973,103920.2831,Loading
15:46:54,543.2408383,494.4270478,114143.4675,Loading
15:46:57,506.3233686,469.3897407,107328.442,Loading
15:47:00,468.0988516,443.4070625,100265.6506,Loading
15:47:03,429.8743346,417.4243843,93202.85908,Loading
15:47:06,391.6498176,391.4417061,86140.06761,Loading
15:47:09,404.4447902,383.4578006,86669.28499,Loading
15:47:12,418.1220949,375.7851663,87329.79873,Loading
15:47:15,431.7993995,368.112532,87990.31247,Loading
15:47:18,428.0626041,370.953047,87891.72161,Loading
15:47:21,424.0666001,373.95005,87781.8315,Loading
15:47:24,420.0705961,376.9470529,87671.94139,Loading
15:47:27,416.0745921,379.9440559,87562.05128,Loading
15:47:30,390.4966681,386.2123501,85437.992,Loading
15:47:33,364.5082186,392.5428698,83275.61972,Loading
15:47:36,338.519769,398.8733896,81113.24745,Loading
15:47:39,339.4671879,405.8468768,81984.54711,Loading
15:47:42,340.9643184,412.8334857,82917.75845,Loading
15:47:45,342.4614489,419.8200947,83850.96979,Loading
15:47:48,343.9585794,426.8067037,84784.18113,Loading
15:47:51,369.9087376,401.0912624,84810,Loading
15:47:54,396.5546802,374.4453198,84810,Loading
15:47:57,423.2006229,347.7993771,84810,Loading
15:48:00,407.5045011,357.6735581,84169.58651,Loading
15:48:03,390.4988329,368.6772257,83509.36646,Loading
15:48:06,373.4931647,379.6808934,82849.1464,Loading
15:48:09,356.4874965,390.6845611,82188.92634,Loading
15:48:12,354.0588432,391,81956.47275,Loading
15:48:15,352.0603975,391,81736.64372,Loading
15:48:18,350.0619518,391,81516.8147,Loading
15:48:21,370.9880043,382.6047983,82895.20828,Loading
15:48:24,392.647451,373.9410196,84324.73177,Loading
15:48:27,414.3068977,365.2772409,85754.25525,Loading
15:48:30,405.5667167,370.3213393,85347.68616,Loading
15:48:33,395.8215894,375.8185906,84880.4198,Loading
15:48:36,386.0764621,381.3158419,84413.15344,Loading
15:48:39,376.3313347,386.8130932,83945.88708,Loading
15:48:42,375.3563576,389.2527484,84107.00166,Loading
15:48:45,374.6900611,391.5847862,84290.2332,Loading
15:48:48,374.0237646,393.9168239,84473.46474,Loading
15:48:51,378.8200599,389.4209431,84506.51033,Loading
15:48:54,383.8183938,384.6725259,84534.00117,Loading
15:48:57,388.8167277,379.9241087,84561.492,Loading
15:49:00,393.8150615,375.1756915,84588.98284,Loading
15:49:03,385.3474212,375.9613976,83743.97007,Loading
15:49:06,376.3623963,376.9597337,82865.43431,Loading
15:49:09,367.3773714,377.9580698,81986.89854,Loading
15:49:12,373.9466575,373.9278214,82266.19269,Loading
15:49:15,381.1978662,369.6771129,82596.2477,Loading
15:49:18,388.4490748,365.4264044,82926.30271,Loading
15:49:21,395.7002834,361.175696,83256.35773,Loading
15:49:24,405.9029212,355.8888149,83797.09097,Loading
15:49:27,416.2328111,350.5572588,84346.90769,Loading
15:49:30,426.5627011,345.2257027,84896.72441,Loading
15:49:33,417.9203262,349.5398369,84420.61794,Loading
15:49:36,408.4392883,354.2803559,83899.16086,Loading
15:49:39,398.9582504,359.0208748,83377.70377,Loading
15:49:42,389.4772124,363.7613938,82856.24668,Loading
15:49:45,385.2000667,367.4832721,82795.16728,Loading
15:49:48,381.1987329,371.1511615,82758.48839,Loading
15:49:51,377.1973991,374.8190508,82721.80949,Loading
15:49:54,377.9501388,377.8504165,83138.06108,Loading
15:49:57,378.9495836,380.8487507,83577.81677,Loading
15:50:00,379.9490283,383.847085,84017.57247,Loading
15:50:03,415.5697156,406.5274865,90430.69223,Loading
15:50:06,453.0509745,430.2656172,97164.82509,Loading
15:50:09,490.5322335,454.0037479,103898.958,Loading
15:50:12,528.0134925,477.7418786,110633.0908,Loading
15:50:15,523.6894715,494.4607949,111996.5293,Loading
15:50:18,517.0257665,510.7868722,113059.3902,Loading
15:50:21,510.3620614,527.1129495,114122.2512,Loading
15:50:24,486.1398122,489.2567248,107293.6191,Loading
15:50:27,460.9087354,448.2874515,100011.5806,Loading
15:50:30,435.6776586,407.3181783,92729.54205,Loading
15:50:33,410.4465817,366.348905,85447.50354,Loading
15:50:36,402.7190449,371.2230983,85133.63576,Loading
15:50:39,396.0560799,378.8855082,85243.57468,Loading
15:50:42,389.3931148,386.547918,85353.51361,Loading
15:50:45,383.8318214,388.174586,84920.70482,Loading
15:50:48,378.3396021,389.4228177,84453.86617,Loading
15:50:51,372.8473827,390.6710494,83987.02753,Loading
15:50:54,367.3551633,391.9192811,83520.18888,Loading
15:50:57,369.1856015,394.1856015,83970.83233,Loading
15:51:00,371.5223101,396.5223101,84484.90822,Loading
15:51:03,373.8590186,398.8590186,84998.9841,Loading
15:51:06,368.8404325,400.172629,84591.43676,Loading
15:51:09,363.3495839,401.4205491,84124.71463,Loading
15:51:12,357.8587353,402.6684692,83657.9925,Loading
15:51:15,352.3678867,403.9163894,83191.27037,Loading
15:51:18,368.4848319,396.5351705,84152.20026,Loading
15:51:21,386.1534616,388.5342815,85215.65175,Loading
15:51:24,403.8220914,380.5333926,86279.10323,Loading
15:51:27,397.5416203,386.836848,86281.63152,Loading
15:51:30,389.5504992,394.1620424,86208.37958,Loading
15:51:33,381.5593781,401.4872367,86135.12763,Loading
15:51:36,389.1253123,395.0354466,86257.68348,Loading
15:51:39,397.8622069,387.5466798,86394.97754,Loading
15:51:42,406.5991014,380.057913,86532.27159,Loading
15:51:45,415.335996,372.5691463,86669.56565,Loading
15:51:48,412.9162309,375.392146,86713.92146,Loading
15:51:51,409.5788185,379.0632996,86750.633,Loading
15:51:54,406.2414061,382.7344533,86787.34453,Loading
15:51:57,399.9756888,381.8414786,85999.88842,Loading
15:52:00,393.4816418,380.5926234,85148.16917,Loading
15:52:03,386.9875947,379.3437682,84296.44992,Loading
15:52:06,380.4935476,378.094913,83444.73066,Loading
15:52:09,382.4623585,371.2285142,82905.996,Loading
15:52:12,385.1272486,363.9000664,82393.00465,Loading
15:52:15,387.7921387,356.5716186,81880.0133,Loading
15:52:18,384.0818264,360.3791352,81890.70578,Loading
15:52:21,379.8321806,365.1287393,81945.70119,Loading
15:52:24,375.5825348,369.8783435,82000.69661,Loading
15:52:27,371.332889,374.6279476,82055.69202,Loading
15:52:30,379.9005438,372.8515929,82802.73503,Loading
15:52:33,389.5575535,370.5205905,83608.59584,Loading
15:52:36,399.2145632,368.1895882,84414.45665,Loading
15:52:39,401.530941,364.938118,84311.59649,Loading
15:52:42,403.1974225,361.6051549,84128.28352,Loading
15:52:45,404.863904,358.2721919,83944.97056,Loading
15:52:48,401.3467594,358,83528.14354,Loading
15:52:51,397.3686391,358,83090.55031,Loading
15:52:54,393.3905189,358,82652.95707,Loading
15:52:57,389.4123986,358,82215.36384,Loading
15:53:00,387.7987492,367.3096939,83061.92874,Loading
15:53:03,386.458566,377.6961135,84057.01475,Loading
15:53:06,385.1183828,388.0825332,85052.10076,Loading
15:53:09,385.9119707,385.1241246,84813.97048,Loading
15:53:12,386.9123041,380.8727075,84456.35128,Loading
15:53:15,387.9126376,376.6212903,84098.73207,Loading
15:53:18,388.912971,372.3698732,83741.11286,Loading
15:53:21,372.5769486,383.8610927,83208.18454,Loading
15:53:24,354.5889408,396.8524316,82658.55097,Loading
15:53:27,336.6009331,409.8437706,82108.9174,Loading
15:53:30,364.0889735,440.7707463,88534.56918,Loading
15:53:33,396.0197904,473.4499418,95641.67054,Loading
15:53:36,427.9506073,506.1291372,102748.7719,Loading
15:53:39,459.8814242,538.8083326,109855.8733,Loading
15:53:42,469.3177373,539.2923983,110947.1149,Loading
15:53:45,476.3192931,536.2917315,111387.2127,Loading
15:53:48,483.3208489,533.2910647,111827.3105,Loading
15:53:51,460.5376421,496.4528656,105268.9559,Loading
15:53:54,434.5549639,455.9798476,97958.82927,Loading
15:53:57,408.5722857,415.5068296,90648.70269,Loading
15:54:00,382.5896075,375.0338117,83338.57611,Loading
15:54:03,377.8985218,377.0042235,83039.30198,Loading
15:54:06,375.5644104,383.6731132,83516.12759,Loading
15:54:09,373.230299,390.3420029,83992.95321,Loading
15:54:12,367.2966252,390.6998224,83379.60924,Loading
15:54:15,360.9689165,390.3667851,82646.92718,Loading
15:54:18,354.6412078,390.0337478,81914.24512,Loading
15:54:21,352.8780691,397.404744,82531.10944,Loading
15:54:24,351.6296296,405.6444444,83300.14814,Loading
15:54:27,350.3811902,413.8841447,84069.18684,Loading
15:54:30,349.1327508,422.123845,84838.22554,Loading
15:54:33,360.8904535,428.3507041,86816.52733,Loading
15:54:36,374.1956982,434.3380642,88938.71387,Loading
15:54:39,387.500943,440.3254243,91060.90041,Loading
15:54:42,508.0514848,555.8313762,117027.1147,Loading
15:54:45,642.2191923,685.2431389,146020.8564,Loading
15:54:48,776.3868998,814.6549015,175014.5981,Loading
15:54:51,910.5546073,944.0666641,204008.3399,Loading
15:54:54,768.5963616,787.6211316,171183.9243,Loading
15:54:57,593.3214545,596.6847784,130900.6856,Loading
15:55:00,418.0465474,405.7484252,90617.44698,Loading
15:55:03,389.8592633,372.0692017,83812.13116,Loading
15:55:06,379.6041356,357.561948,81088.2692,Loading
15:55:09,369.349008,343.0546942,78364.40724,Loading
15:55:12,359.0938803,328.5474404,75640.54528,Loading
15:55:15,485.2086069,466.6916945,104709.0331,Loading
15:55:18,627.6063011,623.0629942,137573.6225,Loading
15:55:21,770.0039954,779.434294,170438.2118,Loading
15:55:24,734.9846736,741.9921698,162467.4528,Loading
15:55:27,677.5134099,680.023155,149329.0221,Loading
15:55:30,620.0421461,618.0541402,136190.5915,Loading
15:55:33,562.5708824,556.0851254,123052.1609,Loading
15:55:36,486.9486911,474.9321431,105806.8918,Loading
15:55:39,408.9833424,391.3026451,88031.45862,Loading
15:55:42,331.0179937,307.6731471,70256.02548,Loading
15:55:45,340.2701316,322.458402,72900.1387,Loading
15:55:48,360.9299115,350.1158493,78215.03369,Loading
15:55:51,381.5896915,377.7732966,83529.92869,Loading
15:55:54,505.306696,491.4993722,109648.6675,Loading
15:55:57,642.6350378,616.5930072,138515.0849,Loading
15:56:00,779.9633796,741.6866421,167381.5024,Loading
15:56:03,917.2917213,866.7802771,196247.9198,Loading
15:56:06,771.7694261,744.1186804,166747.6917,Loading
15:56:09,587.0666899,587.1380547,129162.5219,Loading
15:56:12,402.3639538,430.1574291,91577.35211,Loading
15:56:15,384.090788,414.4284763,87837.11907,Loading
15:56:18,387.5858367,417.174586,88523.64649,Loading
15:56:21,391.0808854,419.9206957,89210.17392,Loading
15:56:24,394.5759341,422.6668054,89896.70134,Loading
15:56:27,509.5068334,528.4282865,114172.8632,Loading
15:56:30,639.8256878,648.4149555,141706.4708,Loading
15:56:33,770.1445422,768.4016245,169240.0783,Loading
15:56:36,678.0729245,686.6992151,150124.9354,Loading
15:56:39,555.1958016,577.0588555,124548.0123,Loading
15:56:42,432.3186787,467.4184958,98971.0892,Loading
15:56:45,309.4415558,357.7781362,73394.16612,Loading
15:56:48,293.4172406,333.5103309,68962.03287,Loading
15:56:51,292.7507221,321.5129972,67569.00912,Loading
15:56:54,292.0842035,309.5156634,66175.98536,Loading
15:56:57,312.5072413,325.016647,70127.62771,Loading
15:57:00,335.9798568,344.4939237,74852.11586,Loading
15:57:03,359.4524723,363.9712004,79576.60401,Loading
15:57:06,382.9250879,383.4484772,84301.09215,Loading
15:57:09,380.2195121,387.7341464,84474.90243,Loading
15:57:12,373.5676274,389.7297118,83962.70731,Loading
15:57:15,366.9157427,391.7252772,83450.51218,Loading
15:57:18,345.255596,376.7298137,79418.39507,Loading
15:57:21,321.1994652,359.0218286,74824.34232,Loading
15:57:24,297.1433344,341.3138434,70230.28956,Loading
15:57:27,310.4967124,350.0701622,72662.35621,Loading
15:57:30,329.4729919,362.8042446,76150.49601,Loading
15:57:33,348.4492715,375.5383269,79638.63582,Loading
15:57:36,367.425551,388.2724092,83126.77563,Loading
15:57:39,372.8795113,389.7120489,83885.07162,Loading
15:57:42,376.2109939,389.3789006,84214.88839,Loading
15:57:45,379.5424764,389.0457524,84544.70516,Loading
15:57:48,488.6597801,514.6917694,110368.6704,Loading
15:57:51,614.6177941,660.3932023,140251.2096,Loading
15:57:54,740.5758081,806.0946351,170133.7488,Loading
15:57:57,866.5338221,951.796068,200016.2879,Loading
