timestamp_new,cb_data_Temp,Pattern Label
15:36:54,262,Unloading
15:36:57,262,Unloading
15:37:00,262,Unloading
15:37:03,262,Unloading
15:37:06,262,Unloading
15:37:09,262,Unloading
15:37:12,262,Unloading
15:37:15,262,Unloading
15:37:18,262,Unloading
15:37:21,262,Unloading
15:37:24,262,Unloading
15:37:27,262,Unloading
15:37:30,262,Unloading
15:37:33,262,Unloading
15:37:36,262,Unloading
15:37:39,262.3040946,Unloading
15:37:42,262.8034288,Unloading
15:37:45,262.3954802,Unloading
15:37:48,262,Unloading
15:37:51,262,Unloading
15:37:54,262,Unloading
15:37:57,262,Unloading
15:38:00,262,Unloading
15:38:03,262,Unloading
15:38:06,262,Unloading
15:38:09,262,Unloading
15:38:12,262,Unloading
15:38:15,262,Unloading
15:38:18,262,Unloading
15:38:21,262,Unloading
15:38:24,262,Unloading
15:38:27,262,Unloading
15:38:30,262,Unloading
15:38:33,262,Unloading
15:38:36,262,Unloading
15:38:39,261.7341751,Unloading
15:38:42,261.2422106,Unloading
15:38:45,261,Unloading
15:38:48,261,Unloading
15:38:51,261,Unloading
15:38:54,261,Unloading
15:38:57,261,Unloading
15:39:00,261,Unloading
15:39:03,261,Loading
15:39:06,261,Loading
15:39:09,261,Loading
15:39:12,261,Loading
15:39:15,261,Loading
15:39:18,261,Loading
15:39:21,261,Loading
15:39:24,261,Loading
15:39:27,261,Loading
15:39:30,261,Loading
15:39:33,261,Loading
15:39:36,261,Loading
15:39:39,261,Loading
15:39:42,261,Loading
15:39:45,261,Loading
15:39:48,261,Loading
15:39:51,261,Loading
15:39:54,261,Loading
15:39:57,261,Loading
15:40:00,261,Loading
15:40:03,261,Loading
15:40:06,261,Loading
15:40:09,261,Loading
15:40:12,261,Loading
15:40:15,261,Loading
15:40:18,261,Loading
15:40:21,261,Loading
15:40:24,261,Loading
15:40:27,261,Loading
15:40:30,261,Loading
15:40:33,261,Loading
15:40:36,261,Loading
15:40:39,261,Loading
15:40:42,261,Loading
15:40:45,261,Loading
15:40:48,261,Loading
15:40:51,261,Loading
15:40:54,261,Loading
15:40:57,261,Loading
15:41:00,261,Loading
15:41:03,261,Loading
15:41:06,261,Loading
15:41:09,261,Loading
15:41:12,261,Loading
15:41:15,261,Loading
15:41:18,261,Loading
15:41:21,261,Loading
15:41:24,261,Loading
15:41:27,261,Loading
15:41:30,261,Loading
15:41:33,261,Loading
15:41:36,261,Loading
15:41:39,261,Loading
15:41:42,261,Loading
15:41:45,261,Loading
15:41:48,261,Loading
15:41:51,261,Loading
15:41:54,261,Loading
15:41:57,261,Loading
15:42:00,261,Loading
15:42:03,261,Loading
15:42:06,261,Loading
15:42:09,261,Loading
15:42:12,261,Loading
15:42:15,261,Loading
15:42:18,261,Loading
15:42:21,261,Loading
15:42:24,261,Loading
15:42:27,261,Loading
15:42:30,261,Loading
15:42:33,261,Loading
15:42:36,261,Loading
15:42:39,261,Loading
15:42:42,261,Loading
15:42:45,261,Loading
15:42:48,261,Loading
15:42:51,261,Loading
15:42:54,261,Loading
15:42:57,261,Loading
15:43:00,261,Loading
15:43:03,261,Loading
15:43:06,261,Loading
15:43:09,261,Loading
15:43:12,261,Loading
15:43:15,261,Loading
15:43:18,261,Loading
15:43:21,261,Loading
15:43:24,261,Loading
15:43:27,261,Loading
15:43:30,261,Loading
15:43:33,261,Loading
15:43:36,261,Loading
15:43:39,261,Loading
15:43:42,261,Loading
15:43:45,261,Loading
15:43:48,261,Loading
15:43:51,261,Loading
15:43:54,261,Loading
15:43:57,261,Loading
15:44:00,261,Loading
15:44:03,261,Loading
15:44:06,261,Loading
15:44:09,261,Loading
15:44:12,261,Loading
15:44:15,261,Loading
15:44:18,261,Loading
15:44:21,261,Loading
15:44:24,261,Loading
15:44:27,261.0628533,Loading
15:44:30,261.5616894,Loading
15:44:33,261.8791501,Loading
15:44:36,261,Loading
15:44:39,261,Loading
15:44:42,261.1108898,Loading
15:44:45,261.9513228,Loading
15:44:48,261.497808,Loading
15:44:51,261.0442933,Loading
15:44:54,261.0490472,Loading
15:44:57,261.5461475,Loading
15:45:00,262,Loading
15:45:03,262,Loading
15:45:06,262,Loading
15:45:09,262,Loading
15:45:12,262,Loading
15:45:15,262,Loading
15:45:18,262,Loading
15:45:21,262,Loading
15:45:24,262,Loading
15:45:27,262,Loading
15:45:30,262,Loading
15:45:33,262,Loading
15:45:36,262,Loading
15:45:39,262,Loading
15:45:42,262,Loading
15:45:45,262,Loading
15:45:48,262,Loading
15:45:51,262,Loading
15:45:54,262,Loading
15:45:57,262,Loading
15:46:00,262,Loading
15:46:03,262.0066578,Loading
15:46:06,262.505992,Loading
15:46:09,262.9893652,Loading
15:46:12,262,Loading
15:46:15,262,Loading
15:46:18,262,Loading
15:46:21,262,Loading
15:46:24,262,Loading
15:46:27,262,Loading
15:46:30,262.9853918,Loading
15:46:33,262.5111626,Loading
15:46:36,262.0150488,Loading
15:46:39,262,Loading
15:46:42,262.4841599,Loading
15:46:45,262.9817548,Loading
15:46:48,262.0369877,Loading
15:46:51,262,Loading
15:46:54,262,Loading
15:46:57,262,Loading
15:47:00,262,Loading
15:47:03,262,Loading
15:47:06,262.9426202,Loading
15:47:09,263,Loading
15:47:12,263,Loading
15:47:15,263,Loading
15:47:18,263,Loading
15:47:21,263,Loading
15:47:24,263,Loading
15:47:27,263,Loading
15:47:30,263,Loading
15:47:33,263,Loading
15:47:36,263,Loading
15:47:39,263,Loading
15:47:42,263,Loading
15:47:45,263,Loading
15:47:48,263,Loading
15:47:51,262.5548558,Loading
15:47:54,262.0576732,Loading
15:47:57,262.8842947,Loading
15:48:00,263,Loading
15:48:03,263,Loading
15:48:06,263,Loading
15:48:09,263,Loading
15:48:12,263,Loading
15:48:15,263,Loading
15:48:18,263,Loading
15:48:21,263,Loading
15:48:24,263,Loading
15:48:27,263,Loading
15:48:30,263,Loading
15:48:33,263,Loading
15:48:36,263,Loading
15:48:39,263,Loading
15:48:42,263,Loading
15:48:45,263,Loading
15:48:48,263,Loading
15:48:51,263,Loading
15:48:54,263,Loading
15:48:57,263,Loading
15:49:00,263,Loading
15:49:03,263,Loading
15:49:06,263,Loading
15:49:09,263,Loading
15:49:12,263,Loading
15:49:15,263,Loading
15:49:18,263,Loading
15:49:21,263,Loading
15:49:24,263,Loading
15:49:27,263,Loading
15:49:30,263,Loading
15:49:33,263,Loading
15:49:36,263,Loading
15:49:39,263,Loading
15:49:42,263,Loading
15:49:45,263,Loading
15:49:48,263,Loading
15:49:51,263,Loading
15:49:54,263,Loading
15:49:57,263,Loading
15:50:00,263,Loading
15:50:03,263,Loading
15:50:06,263,Loading
15:50:09,263,Loading
15:50:12,263,Loading
15:50:15,263,Loading
15:50:18,263,Loading
15:50:21,263,Loading
15:50:24,263,Loading
15:50:27,263,Loading
15:50:30,263,Loading
15:50:33,263,Loading
15:50:36,263,Loading
15:50:39,263,Loading
15:50:42,263,Loading
15:50:45,263,Loading
15:50:48,263,Loading
15:50:51,263,Loading
15:50:54,263,Loading
15:50:57,263,Loading
15:51:00,263,Loading
15:51:03,263,Loading
15:51:06,263,Loading
15:51:09,263,Loading
15:51:12,263,Loading
15:51:15,263,Loading
15:51:18,263,Loading
15:51:21,263,Loading
15:51:24,263,Loading
15:51:27,263,Loading
15:51:30,263,Loading
15:51:33,263,Loading
15:51:36,263,Loading
15:51:39,263,Loading
15:51:42,263,Loading
15:51:45,263,Loading
15:51:48,263,Loading
15:51:51,263,Loading
15:51:54,263,Loading
15:51:57,263,Loading
15:52:00,263,Loading
15:52:03,263,Loading
15:52:06,263,Loading
15:52:09,263,Loading
15:52:12,263,Loading
15:52:15,263,Loading
15:52:18,263,Loading
15:52:21,263,Loading
15:52:24,263,Loading
15:52:27,263,Loading
15:52:30,263,Loading
15:52:33,263,Loading
15:52:36,263,Loading
15:52:39,263,Loading
15:52:42,263,Loading
15:52:45,263,Loading
15:52:48,263,Loading
15:52:51,263,Loading
15:52:54,263,Loading
15:52:57,263,Loading
15:53:00,263,Loading
15:53:03,263,Loading
15:53:06,263,Loading
15:53:09,263,Loading
15:53:12,263,Loading
15:53:15,263,Loading
15:53:18,263,Loading
15:53:21,263,Loading
15:53:24,263,Loading
15:53:27,263,Loading
15:53:30,263,Loading
15:53:33,263,Loading
15:53:36,263,Loading
15:53:39,263,Loading
15:53:42,263,Loading
15:53:45,263,Loading
15:53:48,263,Loading
15:53:51,263,Loading
15:53:54,263,Loading
15:53:57,263,Loading
15:54:00,263,Loading
15:54:03,263,Loading
15:54:06,263,Loading
15:54:09,263,Loading
15:54:12,263,Loading
15:54:15,263,Loading
15:54:18,263,Loading
15:54:21,263,Loading
15:54:24,263,Loading
15:54:27,263,Loading
15:54:30,263,Loading
15:54:33,263,Loading
15:54:36,263,Loading
15:54:39,263,Loading
15:54:42,263,Loading
15:54:45,263,Loading
15:54:48,263,Loading
15:54:51,263,Loading
15:54:54,263,Loading
15:54:57,263,Loading
15:55:00,263,Loading
15:55:03,263,Loading
15:55:06,263,Loading
15:55:09,263,Loading
15:55:12,263,Loading
15:55:15,263,Loading
15:55:18,263,Loading
15:55:21,263,Loading
15:55:24,263,Loading
15:55:27,263,Loading
15:55:30,263,Loading
15:55:33,263,Loading
15:55:36,263,Loading
15:55:39,263,Loading
15:55:42,263,Loading
15:55:45,263,Loading
15:55:48,263,Loading
15:55:51,263,Loading
15:55:54,263,Loading
15:55:57,263,Loading
15:56:00,263,Loading
15:56:03,263,Loading
15:56:06,263,Loading
15:56:09,263,Loading
15:56:12,263,Loading
15:56:15,263,Loading
15:56:18,263,Loading
15:56:21,263,Loading
15:56:24,263.148444,Loading
15:56:27,263.6476951,Loading
15:56:30,264,Loading
15:56:33,263.8562189,Loading
15:56:36,263.3587065,Loading
15:56:39,263,Loading
15:56:42,263.1392573,Loading
15:56:45,263.6366048,Loading
15:56:48,264,Loading
15:56:51,264,Loading
15:56:54,264,Loading
15:56:57,264,Loading
15:57:00,264,Loading
15:57:03,264,Loading
15:57:06,264,Loading
15:57:09,264,Loading
15:57:12,264,Loading
15:57:15,264,Loading
15:57:18,264.1179691,Loading
15:57:21,264.6157292,Loading
15:57:24,264.773959,Loading
15:57:27,264.1092116,Loading
15:57:30,264.6071369,Loading
15:57:33,265,Loading
15:57:36,265,Loading
15:57:39,265,Loading
15:57:42,265,Loading
15:57:45,265,Loading
15:57:48,265,Loading
15:57:51,265,Loading
15:57:54,265,Loading
15:57:57,265,Loading
15:58:00,265,Loading
15:58:03,265,Loading
15:58:06,265,Loading
15:58:09,265,Loading
15:58:12,265,Loading
15:58:15,265,Loading
15:58:18,265,Loading
15:58:21,265,Loading
15:58:24,265,Loading
15:58:27,265,Loading
15:58:30,265,Loading
15:58:33,265,Loading
15:58:36,265,Loading
15:58:39,265,Loading
15:58:42,265.1361533,Loading
15:58:45,265.9358378,Loading
15:58:48,265.4371676,Loading
15:58:51,265,Loading
15:58:54,265,Loading
15:58:57,265,Loading
15:59:00,265.0548537,Loading
15:59:03,265.5535239,Loading
15:59:06,266,Loading
15:59:09,266,Loading
15:59:12,266,Loading
15:59:15,266,Loading
15:59:18,266,Loading
15:59:21,266,Loading
15:59:24,266,Loading
15:59:27,266,Loading
15:59:30,266,Loading
15:59:33,266,Loading
15:59:36,266,Loading
15:59:39,266,Loading
15:59:42,266,Loading
15:59:45,266,Loading
15:59:48,266,Loading
15:59:51,266,Loading
15:59:54,266,Loading
15:59:57,266,Loading
16:00:00,266,Loading
16:00:03,266,Loading
16:00:06,266,Loading
16:00:09,266,Loading
16:00:12,266,Loading
16:00:15,266,Loading
16:00:18,266,Loading
16:00:21,266.0069942,Loading
16:00:24,266.5065778,Loading
16:00:27,267,Loading
16:00:30,267,Loading
16:00:33,267,Loading
16:00:36,267,Loading
16:00:39,267,Loading
16:00:42,267,Loading
16:00:45,267,Loading
16:00:48,267,Loading
16:00:51,267,Loading
16:00:54,267,Loading
16:00:57,267,Loading
16:01:00,267,Loading
16:01:03,267,Loading
16:01:06,267,Loading
16:01:09,267,Loading
16:01:12,267,Loading
16:01:15,267.4777981,Loading
16:01:18,267.9767171,Loading
16:01:21,268,Loading
16:01:24,268,Loading
16:01:27,268,Loading
16:01:30,267.0653399,Loading
16:01:33,267.4659242,Loading
16:01:36,267.9645944,Loading
16:01:39,268,Loading
16:01:42,268,Loading
16:01:45,268,Loading
16:01:48,268,Loading
16:01:51,268,Loading
16:01:54,268,Loading
16:01:57,268,Loading
16:02:00,268,Loading
16:02:03,267.0996667,Loading
16:02:06,267.4483732,Loading
16:02:09,267.9463811,Loading
16:02:12,268,Loading
16:02:15,269.8014357,Loading
16:02:18,271.8331301,Loading
16:02:21,273.7632995,Loading
16:02:24,274,Loading
16:02:27,274,Loading
16:02:30,274,Loading
16:02:33,274,Loading
16:02:36,274,Loading
16:02:39,274,Loading
16:02:42,274,Loading
16:02:45,274,Loading
16:02:48,274,Loading
16:02:51,274,Loading
16:02:54,274,Loading
16:02:57,274,Loading
16:03:00,274,Loading
16:03:03,274,Loading
16:03:06,274,Loading
16:03:09,274,Loading
16:03:12,274,Loading
16:03:15,274,Loading
16:03:18,274,Loading
16:03:21,274,Loading
16:03:24,274,Loading
16:03:27,274,Loading
16:03:30,274,Loading
16:03:33,274,Loading
16:03:36,274,Loading
16:03:39,274,Loading
16:03:42,274,Loading
16:03:45,274,Loading
16:03:48,274,Loading
16:03:51,274.3792703,Loading
16:03:54,274.8767827,Loading
16:03:57,274.2489185,Loading
16:04:00,274,Loading
16:04:03,274,Loading
16:04:06,274,Loading
16:04:09,274.3187522,Loading
16:04:12,274.8565794,Loading
16:04:15,274.2695883,Loading
16:04:18,274.3635759,Loading
16:04:21,274.8620804,Loading
16:04:24,275,Loading
16:04:27,274.6423224,Loading
16:04:30,274.1432374,Loading
16:04:33,274.7094527,Loading
16:04:36,275,Loading
16:04:39,275,Loading
16:04:42,275,Loading
16:04:45,275,Loading
16:04:48,275,Loading
16:04:51,274.311421,Loading
16:04:54,274.3424112,Loading
16:04:57,274.8405845,Loading
16:05:00,275,Loading
16:05:03,275,Loading
16:05:06,275,Loading
16:05:09,275,Loading
16:05:12,275,Loading
16:05:15,275,Loading
16:05:18,275,Loading
16:05:21,275,Loading
16:05:24,275,Loading
16:05:27,275,Loading
16:05:30,275,Loading
16:05:33,275,Loading
16:05:36,275,Loading
16:05:39,275,Loading
16:05:42,275,Loading
16:05:45,275,Loading
16:05:48,275,Loading
16:05:51,275,Loading
16:05:54,275,Loading
16:05:57,275,Loading
16:06:00,275,Loading
16:06:03,275,Loading
16:06:06,275,Loading
16:06:09,275,Loading
16:06:12,275,Loading
16:06:15,275,Loading
16:06:18,275,Loading
16:06:21,275,Loading
16:06:24,275,Loading
16:06:27,275,Loading
16:06:30,275,Loading
16:06:33,275,Loading
16:06:36,275,Loading
16:06:39,275,Loading
16:06:42,275,Loading
16:06:45,275,Loading
16:06:48,275,Loading
16:06:51,275,Loading
16:06:54,275,Loading
16:06:57,275,Loading
16:07:00,275,Loading
16:07:03,275,Loading
16:07:06,275,Loading
16:07:09,275,Loading
16:07:12,275,Loading
16:07:15,275,Loading
16:07:18,275,Loading
16:07:21,275,Loading
16:07:24,275,Loading
16:07:27,275,Loading
16:07:30,275,Loading
16:07:33,275,Loading
16:07:36,275,Loading
16:07:39,275,Loading
16:07:42,275,Loading
16:07:45,275,Loading
16:07:48,275,Loading
16:07:51,275,Loading
16:07:54,275,Loading
16:07:57,275,Loading
16:08:00,275,Loading
16:08:03,275,Loading
16:08:06,275,Loading
16:08:09,275,Loading
16:08:12,275,Loading
16:08:15,275,Loading
16:08:18,275,Loading
16:08:21,275,Loading
16:08:24,275,Loading
16:08:27,275,Loading
16:08:30,275,Loading
16:08:33,275,Loading
16:08:36,275,Loading
16:08:39,275,Loading
16:08:42,275,Loading
16:08:45,275,Loading
16:08:48,275,Loading
16:08:51,275,Loading
16:08:54,275,Loading
16:08:57,275,Loading
16:09:00,275,Loading
16:09:03,275,Loading
16:09:06,275,Loading
16:09:09,275,Loading
16:09:12,275,Loading
16:09:15,275.1565097,Loading
16:09:18,275.6759003,Loading
16:09:21,276,Loading
16:09:24,276,Loading
16:09:27,276,Loading
16:09:30,276,Loading
16:09:33,276,Loading
16:09:36,276,Loading
16:09:39,276,Loading
16:09:42,276,Loading
16:09:45,276,Loading
16:09:48,276,Loading
16:09:51,276,Loading
16:09:54,276,Loading
16:09:57,275.836524,Loading
16:10:00,275.3371067,Loading
16:10:03,275.3246753,Loading
16:10:06,275.8388594,Loading
16:10:09,275.3415119,Loading
16:10:12,275.3123962,Loading
16:10:15,275.8456821,Loading
16:10:18,275.348417,Loading
16:10:21,275.298438,Loading
16:10:24,276,Loading
16:10:27,276,Loading
16:10:30,276,Loading
16:10:33,276,Loading
16:10:36,276,Loading
16:10:39,276,Loading
16:10:42,276,Loading
16:10:45,276,Loading
16:10:48,276,Loading
16:10:51,276,Loading
16:10:54,276,Loading
16:10:57,276,Loading
16:11:00,276,Loading
16:11:03,276,Loading
16:11:06,276,Loading
16:11:09,276,Loading
16:11:12,276,Loading
16:11:15,276,Loading
16:11:18,276,Loading
16:11:21,276,Loading
16:11:24,276,Loading
16:11:27,276,Loading
16:11:30,276,Loading
16:11:33,276,Loading
16:11:36,276,Loading
16:11:39,276,Loading
16:11:42,276,Loading
16:11:45,276,Loading
16:11:48,276,Loading
16:11:51,276,Loading
16:11:54,276,Loading
16:11:57,276,Loading
16:12:00,276,Loading
16:12:03,276,Loading
16:12:06,276,Loading
16:12:09,276,Loading
16:12:12,276,Loading
16:12:15,276,Loading
16:12:18,276,Loading
16:12:21,276,Loading
16:12:24,276,Loading
16:12:27,276,Loading
16:12:30,276,Loading
16:12:33,276,Loading
16:12:36,276,Loading
16:12:39,276,Loading
16:12:42,276,Loading
16:12:45,276,Loading
16:12:48,276,Loading
16:12:51,276,Loading
16:12:54,276,Loading
16:12:57,276,Loading
16:13:00,276,Loading
16:13:03,276,Loading
16:13:06,276,Loading
16:13:09,276,Loading
16:13:12,276,Loading
16:13:15,276.1014541,Loading
16:13:18,277,Loading
16:13:21,277,Loading
16:13:24,277,Loading
16:13:27,277,Loading
16:13:30,277,Loading
16:13:33,277,Loading
16:13:36,277,Loading
16:13:39,277,Loading
16:13:42,277,Loading
16:13:45,277,Loading
16:13:48,277,Loading
16:13:51,277,Loading
16:13:54,277,Loading
16:13:57,277,Loading
16:14:00,277,Loading
16:14:03,277,Loading
16:14:06,277,Loading
16:14:09,277,Loading
16:14:12,277,Loading
16:14:15,277,Loading
16:14:18,277.0159204,Loading
16:14:21,277.5134328,Loading
16:14:24,277.9780731,Loading
16:14:27,277.0093023,Loading
16:14:30,277.5076412,Loading
16:14:33,278,Loading
16:14:36,278,Loading
16:14:39,278,Loading
16:14:42,278,Loading
16:14:45,278,Loading
16:14:48,278,Loading
16:14:51,278,Loading
16:14:54,278,Loading
16:14:57,278,Loading
16:15:00,278,Loading
16:15:03,278,Loading
16:15:06,278,Loading
16:15:09,278,Loading
16:15:12,278,Loading
16:15:15,278,Loading
16:15:18,278,Loading
16:15:21,278,Loading
16:15:24,278,Loading
16:15:27,278,Loading
16:15:30,278,Loading
16:15:33,278,Loading
16:15:36,278,Loading
16:15:39,278,Loading
16:15:42,278,Loading
16:15:45,278,Loading
16:15:48,278,Loading
16:15:51,278,Loading
16:15:54,278,Loading
16:15:57,278,Loading
16:16:00,278,Loading
16:16:03,278,Loading
16:16:06,278,Loading
16:16:09,278,Loading
16:16:12,278,Loading
16:16:15,278,Loading
16:16:18,278,Loading
16:16:21,278,Loading
16:16:24,278,Loading
16:16:27,278,Loading
16:16:30,278,Loading
16:16:33,278,Loading
16:16:36,278,Loading
16:16:39,278,Loading
16:16:42,278,Loading
16:16:45,278,Loading
16:16:48,278,Loading
16:16:51,278,Loading
16:16:54,278.8471486,Loading
16:16:57,278.5779588,Loading
16:17:00,278.0792886,Loading
16:17:03,278,Loading
16:17:06,278,Loading
16:17:09,278,Loading
16:17:12,278,Loading
16:17:15,278.3363698,Loading
16:17:18,278.7442556,Loading
16:17:21,279,Loading
16:17:24,279,Loading
16:17:27,279,Loading
16:17:30,279,Loading
16:17:33,279,Loading
16:17:36,279,Loading
16:17:39,279,Loading
16:17:42,279,Loading
16:17:45,279,Loading
16:17:48,279,Loading
16:17:51,279,Loading
16:17:54,279,Loading
16:17:57,279,Loading
16:18:00,279,Loading
16:18:03,279,Loading
16:18:06,279,Loading
16:18:09,279,Loading
16:18:12,279,Loading
16:18:15,279,Loading
16:18:18,279,Loading
16:18:21,279,Loading
16:18:24,279,Loading
16:18:27,279,Loading
16:18:30,279,Loading
16:18:33,279,Loading
16:18:36,279,Loading
16:18:39,279,Loading
16:18:42,279,Loading
16:18:45,279,Loading
16:18:48,279,Loading
16:18:51,279,Loading
16:18:54,279,Loading
16:18:57,279.684927,Loading
16:19:00,279.660599,Loading
16:19:03,279.1641569,Loading
16:19:06,279.6704507,Loading
16:19:09,280,Loading
16:19:12,280,Loading
16:19:15,279.3369781,Loading
16:19:18,279.3295662,Loading
16:19:21,279.8281536,Loading
16:19:24,280,Loading
16:19:27,280,Loading
16:19:30,280,Loading
16:19:33,280,Loading
16:19:36,280,Loading
16:19:39,280,Loading
16:19:42,280,Loading
16:19:45,280,Loading
16:19:48,280,Loading
16:19:51,280,Loading
16:19:54,280,Loading
16:19:57,280,Loading
16:20:00,280,Loading
16:20:03,280,Loading
16:20:06,280,Loading
16:20:09,280,Loading
16:20:12,280,Loading
16:20:15,280,Loading
16:20:18,280,Loading
16:20:21,280,Loading
16:20:24,280,Loading
16:20:27,280,Loading
16:20:30,280,Loading
16:20:33,280,Loading
16:20:36,280,Loading
16:20:39,280,Loading
16:20:42,280,Loading
16:20:45,280,Loading
16:20:48,280,Loading
16:20:51,280,Loading
16:20:54,280,Loading
16:20:57,280,Loading
16:21:00,280,Loading
16:21:03,280,Loading
16:21:06,280,Loading
16:21:09,280,Loading
16:21:12,280,Loading
16:21:15,280,Loading
16:21:18,280,Loading
16:21:21,280,Loading
16:21:24,280,Loading
16:21:27,280,Loading
16:21:30,280,Loading
16:21:33,280,Loading
16:21:36,280,Loading
16:21:39,280,Loading
16:21:42,280,Loading
16:21:45,280,Loading
16:21:48,280,Loading
16:21:51,280,Loading
16:21:54,280,Loading
16:21:57,280,Loading
16:22:00,280,Loading
16:22:03,280,Loading
16:22:06,280,Loading
16:22:09,280,Loading
16:22:12,280,Loading
16:22:15,280,Loading
16:22:18,280,Loading
16:22:21,280,Loading
16:22:24,280,Loading
16:22:27,280,Loading
16:22:30,280,Loading
16:22:33,280,Loading
16:22:36,280,Loading
16:22:39,280,Loading
16:22:42,280,Loading
16:22:45,280,Loading
16:22:48,280,Loading
16:22:51,280,Loading
16:22:54,280,Loading
16:22:57,280,Loading
16:23:00,280,Loading
16:23:03,280,Loading
16:23:06,280,Loading
16:23:09,280,Loading
16:23:12,280,Loading
16:23:15,280,Loading
16:23:18,280,Loading
16:23:21,280,Loading
16:23:24,280,Loading
16:23:27,280,Loading
16:23:30,280,Loading
16:23:33,280,Loading
16:23:36,280,Loading
16:23:39,280,Loading
16:23:42,280,Loading
16:23:45,280,Loading
16:23:48,280,Loading
16:23:51,280,Loading
16:23:54,280,Loading
16:23:57,280.1667498,Loading
16:24:00,280.6655029,Loading
16:24:03,280.8357167,Loading
16:24:06,280.3368806,Loading
16:24:09,280,Loading
16:24:12,280,Loading
16:24:15,280,Loading
16:24:18,280,Loading
16:24:21,280,Loading
16:24:24,280,Loading
16:24:27,280,Loading
16:24:30,280.1478405,Loading
16:24:33,280.6461794,Loading
16:24:36,280.7118251,Loading
16:24:39,280,Loading
16:24:42,280,Loading
16:24:45,280.278258,Loading
16:24:48,280.8624979,Loading
16:24:51,280.364903,Loading
16:24:54,280,Loading
16:24:57,280,Loading
16:25:00,280,Loading
16:25:03,280,Loading
16:25:06,280,Loading
16:25:09,280,Loading
16:25:12,280,Loading
16:25:15,280,Loading
16:25:18,280,Loading
16:25:21,280,Loading
16:25:24,280,Loading
16:25:27,280,Loading
16:25:30,280.1098901,Loading
16:25:33,280.6093906,Loading
16:25:36,281,Loading
16:25:39,280.8927801,Loading
16:25:42,280.3948548,Loading
16:25:45,280,Loading
16:25:48,280,Loading
16:25:51,280,Loading
16:25:54,280,Loading
16:25:57,280,Loading
16:26:00,280,Loading
16:26:03,280,Loading
16:26:06,280,Loading
16:26:09,280,Loading
16:26:12,280,Loading
16:26:15,280,Loading
16:26:18,280,Loading
16:26:21,280,Loading
16:26:24,280.0785845,Loading
16:26:27,280.5770062,Loading
16:26:30,281,Loading
16:26:33,280.9270522,Loading
16:26:36,280.4285477,Loading
16:26:39,280,Loading
16:26:42,280.0679208,Loading
16:26:45,280.5673381,Loading
16:26:48,280.8673942,Loading
16:26:51,280,Loading
16:26:54,280,Loading
16:26:57,280.0592826,Loading
16:27:00,280.557456,Loading
16:27:03,281,Loading
16:27:06,281,Loading
16:27:09,281,Loading
16:27:12,280.9007633,Loading
16:27:15,280.0475953,Loading
16:27:18,280.5468464,Loading
16:27:21,280.9083389,Loading
16:27:24,280.0424364,Loading
16:27:27,280.5416875,Loading
16:27:30,281,Loading
16:27:33,281,Loading
16:27:36,281,Loading
16:27:39,281,Loading
16:27:42,281,Loading
16:27:45,281,Loading
16:27:48,281,Loading
16:27:51,281,Loading
16:27:54,281,Loading
16:27:57,281,Loading
16:28:00,281,Loading
16:28:03,281,Loading
16:28:06,281,Loading
16:28:09,281,Loading
16:28:12,281,Loading
16:28:15,281,Loading
16:28:18,281,Loading
