timestamp_new,cb_data_Audio_Level,Pattern Label
15:33:00,783.6248534,Unloading
15:33:03,782.1175682,Unloading
15:33:06,779.225677,Unloading
15:33:09,778.5392661,Unloading
15:33:12,778.0411755,Unloading
15:33:15,779.8285715,Unloading
15:33:18,775.8965746,Unloading
15:33:21,771.4070502,Unloading
15:33:24,772.8150365,Unloading
15:33:27,776.1582959,Unloading
15:33:30,779.6391513,Unloading
15:33:33,722.7301166,Unloading
15:33:36,745.004156,Unloading
15:33:39,777.4231082,Unloading
15:33:42,782.7716562,Unloading
15:33:45,781.6748711,Unloading
15:33:48,780.1781141,Unloading
15:33:51,780.8751656,Unloading
15:33:54,782.30736,Unloading
15:33:57,783.802625,Unloading
15:34:00,780.5268424,Unloading
15:34:03,782.1647,Unloading
15:34:06,784.6576367,Unloading
15:34:09,786.7105089,Unloading
15:34:12,730.8139236,Unloading
15:34:15,665.0222618,Unloading
15:34:18,679.0542649,Unloading
15:34:21,707.4312972,Unloading
15:34:24,730.4764764,Unloading
15:34:27,738.1888298,Unloading
15:34:30,743.1755319,Unloading
15:34:33,775.7067651,Unloading
15:34:36,782.8294946,Unloading
15:34:39,783.8236951,Unloading
15:34:42,782.3574043,Unloading
15:34:45,775.8588762,Unloading
15:34:48,768.378823,Unloading
15:34:51,715.9702104,Unloading
15:34:54,734.2242522,Unloading
15:34:57,771.5996691,Unloading
15:35:00,764.496316,Unloading
15:35:03,769.8131105,Unloading
15:35:06,780.7384541,Unloading
15:35:09,782.2062062,Unloading
15:35:12,780.4156967,Unloading
15:35:15,778.4203525,Unloading
15:35:18,779.5692512,Unloading
15:35:21,780.7811202,Unloading
15:35:24,781.7782948,Unloading
15:35:27,778.9160608,Unloading
15:35:30,776.8474604,Unloading
15:35:33,775.3487093,Unloading
15:35:36,778.7886768,Unloading
15:35:39,778.8726971,Unloading
15:35:42,777.3789211,Unloading
15:35:45,777,Unloading
15:35:48,777,Unloading
15:35:51,779.211263,Unloading
15:35:54,780,Unloading
15:35:57,780,Unloading
15:36:00,779.2716338,Unloading
15:36:03,779.3623861,Unloading
15:36:06,779.8594863,Unloading
15:36:09,780,Unloading
15:36:12,769.6421702,Unloading
15:36:15,755.2095225,Unloading
15:36:18,771.4598267,Unloading
15:36:21,683.0121423,Unloading
15:36:24,545.3104944,Unloading
15:36:27,570.4114514,Unloading
15:36:30,599.6961142,Unloading
15:36:33,600.6924609,Unloading
15:36:36,601.6890365,Unloading
15:36:39,600.9724527,Unloading
15:36:42,599.4789246,Unloading
15:36:45,607.837225,Unloading
15:36:48,611.6623634,Unloading
15:36:51,611.1658391,Unloading
15:36:54,609.6653306,Unloading
15:36:57,609,Unloading
15:37:00,609,Unloading
15:37:03,605.0902204,Unloading
15:37:06,602.0312603,Unloading
15:37:09,600.5347522,Unloading
15:37:12,603.5235089,Unloading
15:37:15,609.0061471,Unloading
15:37:18,584.9970097,Unloading
15:37:21,582.0069885,Unloading
15:37:24,600.9753741,Unloading
15:37:27,608,Unloading
15:37:30,609.2401863,Unloading
15:37:33,611.2361943,Unloading
15:37:36,610.1633057,Unloading
15:37:39,609.3040946,Unloading
15:37:42,609.8034288,Unloading
15:37:45,608.7909605,Unloading
15:37:48,609.2014603,Unloading
15:37:51,611.192831,Unloading
15:37:54,609.0365447,Unloading
15:37:57,608.7713431,Unloading
15:38:00,611.7668497,Unloading
15:38:03,611.2518983,Unloading
15:38:06,611.1555999,Unloading
15:38:09,613.1526045,Unloading
15:38:12,603.6827085,Unloading
15:38:15,599.4188827,Unloading
15:38:18,605.4029253,Unloading
15:38:21,604.6231357,Unloading
15:38:24,601.7204855,Unloading
15:38:27,601.2216495,Unloading
15:38:30,576.2016535,Unloading
15:38:33,569.6356078,Unloading
15:38:36,594.5484132,Unloading
15:38:39,606.7974746,Unloading
15:38:42,608.2733683,Unloading
15:38:45,609.5176751,Unloading
15:38:48,605.0076452,Unloading
15:38:51,595.5344857,Unloading
15:38:54,593.6031957,Unloading
15:38:57,599.6357582,Unloading
15:39:00,606.627601,Unloading
15:39:03,609.4864418,Loading
15:39:06,609.5092423,Loading
15:39:09,610.5084097,Loading
15:39:12,608.9847933,Loading
15:39:15,588.9576255,Loading
15:39:18,552.8488056,Loading
15:39:21,529.9888113,Loading
15:39:24,532.3920741,Loading
15:39:27,561.7008288,Loading
15:39:30,562.1274684,Loading
15:39:33,538.5676128,Loading
15:39:36,523.1370505,Loading
15:39:39,550.4499968,Loading
15:39:42,587.4085398,Loading
15:39:45,581.9259013,Loading
15:39:48,578.5373677,Loading
15:39:51,575.712527,Loading
15:39:54,570.7216769,Loading
15:39:57,573.3984169,Loading
15:40:00,571.6420079,Loading
15:40:03,552.8177015,Loading
15:40:06,555.2073459,Loading
15:40:09,586.2590994,Loading
15:40:12,605.7033113,Loading
15:40:15,607.7895612,Loading
15:40:18,607.290891,Loading
15:40:21,609.0868113,Loading
15:40:24,611.1674958,Loading
15:40:27,609.1774461,Loading
15:40:30,608,Loading
15:40:33,607.5969405,Loading
15:40:36,606.5992683,Loading
15:40:39,606.3968202,Loading
15:40:42,607.1599729,Loading
15:40:45,607.5670285,Loading
15:40:48,607.9740841,Loading
15:40:51,607.1912914,Loading
15:40:54,607.6898787,Loading
15:40:57,607.2497518,Loading
15:41:00,606.369103,Loading
15:41:03,607.3657808,Loading
15:41:06,607.272909,Loading
15:41:09,606.181003,Loading
15:41:12,606.6791763,Loading
15:41:15,607,Loading
15:41:18,606.4668105,Loading
15:41:21,604.9732825,Loading
15:41:24,605.3777192,Loading
15:41:27,608,Loading
15:41:30,608,Loading
15:41:33,608.1658917,Loading
15:41:36,608.6640651,Loading
15:41:39,607.3803051,Loading
15:41:42,604.3193221,Loading
15:41:45,605.3161655,Loading
15:41:48,606.3137908,Loading
15:41:51,607.1559131,Loading
15:41:54,607.6535081,Loading
15:41:57,608,Loading
15:42:00,608.3009789,Loading
15:42:03,609.2964991,Loading
15:42:06,609.4156707,Loading
15:42:09,608.1442579,Loading
15:42:12,608.6428453,Loading
15:42:15,609,Loading
15:42:18,608.8609635,Loading
15:42:21,608.3626246,Loading
15:42:24,608,Loading
15:42:27,607.5990346,Loading
15:42:30,606.1010319,Loading
15:42:33,605.2632451,Loading
15:42:36,606.1286521,Loading
15:42:39,606.62666,Loading
15:42:42,607.2503334,Loading
15:42:45,607.7504983,Loading
15:42:48,606.7538206,Loading
15:42:51,606.4836256,Loading
15:42:54,607.8824116,Loading
15:42:57,607.3841554,Loading
15:43:00,607.456706,Loading
15:43:03,609.4510554,Loading
15:43:06,609.887043,Loading
15:43:09,603.5868373,Loading
15:43:12,592.6179158,Loading
15:43:15,588.2554602,Loading
15:43:18,603.5871697,Loading
15:43:21,601.5928204,Loading
15:43:24,600.4010624,Loading
15:43:27,601.8031915,Loading
15:43:30,600.8058511,Loading
15:43:33,600,Loading
15:43:36,600.6591929,Loading
15:43:39,604.1469855,Loading
15:43:42,605.5507634,Loading
15:43:45,599.6189131,Loading
15:43:48,603.1090245,Loading
15:43:51,606.341512,Loading
15:43:54,607.8341366,Loading
15:43:57,606.836962,Loading
15:44:00,606.1602926,Loading
15:44:03,606.8423236,Loading
15:44:06,605.846473,Loading
15:44:09,605.2991026,Loading
15:44:12,606.9267442,Loading
15:44:15,606.4284053,Loading
15:44:18,606.5587259,Loading
15:44:21,609.6624647,Loading
15:44:24,607.17449,Loading
15:44:27,605.3142666,Loading
15:44:30,607.8084469,Loading
15:44:33,610,Loading
15:44:36,609.8830176,Loading
15:44:39,608.8860086,Loading
15:44:42,608.1108898,Loading
15:44:45,608.8052911,Loading
15:44:48,606.9912321,Loading
15:44:51,605.1771731,Loading
15:44:54,604.1471417,Loading
15:44:57,605.6384424,Loading
15:45:00,604.6470791,Loading
15:45:03,570.9860505,Loading
15:45:06,469.3249166,Loading
15:45:09,374.9400061,Loading
15:45:12,362.8858804,Loading
15:45:15,361.3908638,Loading
15:45:18,360.2775564,Loading
15:45:21,364.0326321,Loading
15:45:24,364.5295677,Loading
15:45:27,364.8392498,Loading
15:45:30,362.0865672,Loading
15:45:33,363.5791045,Loading
15:45:36,365,Loading
15:45:39,364.9538972,Loading
15:45:42,363.9588723,Loading
15:45:45,363.1445143,Loading
15:45:48,367,Loading
15:45:51,367,Loading
15:45:54,366.9196608,Loading
15:45:57,363.4266468,Loading
15:46:00,359.7166062,Loading
15:46:03,345.159787,Loading
15:46:06,357.1438083,Loading
15:46:09,368.9149219,Loading
15:46:12,360.9618383,Loading
15:46:15,355.9842375,Loading
15:46:18,351.0066368,Loading
15:46:21,353.9801061,Loading
15:46:24,356.9740519,Loading
15:46:27,359.9680639,Loading
15:46:30,360.9853918,Loading
15:46:33,359.5334877,Loading
15:46:36,358.0451464,Loading
15:46:39,362.8645486,Loading
15:46:42,355.2534418,Loading
15:46:45,347.2919227,Loading
15:46:48,362.4081969,Loading
15:46:51,362.5341825,Loading
15:46:54,362.0504676,Loading
15:46:57,366.7339675,Loading
15:47:00,363.6800401,Loading
15:47:03,360.1841187,Loading
15:47:06,368.4835822,Loading
15:47:09,372.2910362,Loading
15:47:12,375.7834693,Loading
15:47:15,355.5074482,Loading
15:47:18,359.1034883,Loading
15:47:21,364.5852158,Loading
15:47:24,361.7729011,Loading
15:47:27,358.2816291,Loading
15:47:30,374.4275315,Loading
15:47:33,367.8165502,Loading
15:47:36,358.8434692,Loading
15:47:39,356.1837621,Loading
15:47:42,362.7752361,Loading
15:47:45,370.2342118,Loading
15:47:48,364.731204,Loading
15:47:51,359.9937022,Loading
15:47:54,355.5190587,Loading
15:47:57,348.8099368,Loading
15:48:00,350.2078894,Loading
15:48:03,352.7045605,Loading
15:48:06,357.3805894,Loading
15:48:09,350.5769872,Loading
15:48:12,342.0967742,Loading
15:48:15,347.0683705,Loading
15:48:18,350.5834991,Loading
15:48:21,353.5656064,Loading
15:48:24,353.1462359,Loading
15:48:27,350.44666,Loading
15:48:30,347.455633,Loading
15:48:33,348.689701,Loading
15:48:36,359.0983386,Loading
15:48:39,371.0584715,Loading
15:48:42,347.995026,Loading
15:48:45,351.6995022,Loading
15:48:48,362.1472636,Loading
15:48:51,368.0949062,Loading
15:48:54,373.072507,Loading
15:48:57,362.5934582,Loading
15:49:00,359.5941235,Loading
15:49:03,359.0961155,Loading
15:49:06,359.8013903,Loading
15:49:09,358.4021305,Loading
15:49:12,356.4047936,Loading
15:49:15,356.7973333,Loading
15:49:18,357.3968149,Loading
15:49:21,357.8944924,Loading
15:49:24,359.5697211,Loading
15:49:27,362.7312541,Loading
15:49:30,366.2149967,Loading
15:49:33,354.6710875,Loading
